701,g,w,r,g,g,g,o,b,y
702,b,w,g,o,r,w,b,g,w
703,y,w,r,w,r,o,w,g,w
704,y,y,o,o,g,r,b,r,w
705,r,b,b,y,o,o,g,b,b
706,g,y,g,r,b,g,g,w,o
707,r,b,b,r,w,b,y,g,w
708,y,o,o,y,y,w,o,g,r
709,y,w,b,g,w,b,r,b,g
710,r,y,g,y,g,g,g,r,o
711,b,g,b,w,y,y,g,b,w
712,w,w,w,r,b,w,o,y,y
713,o,o,y,g,o,r,r,r,r
714,r,g,y,b,w,w,g,b,b
715,w,o,y,b,r,o,b,o,o
716,b,y,w,g,y,b,b,w,g
717,b,o,r,w,o,o,y,o,o
718,r,b,b,b,w,g,y,g,b
719,g,r,b,b,r,r,w,o,w
720,o,w,g,g,y,b,y,y,r
721,w,y,y,w,g,y,w,g,o
722,r,y,g,w,b,r,g,r,o
723,o,o,r,y,r,o,y,g,b
724,y,g,r,o,g,y,w,y,g
725,g,b,o,r,o,o,o,r,y
726,r,w,w,r,b,w,o,r,w
727,r,g,w,b,w,b,g,b,g
728,y,w,b,y,y,w,b,g,b
729,o,w,r,y,b,y,y,r,g
730,y,o,o,o,r,o,w,g,y
731,g,g,w,r,g,w,o,y,w
732,r,b,r,r,o,o,o,r,b
733,w,b,g,g,w,b,r,b,g
734,y,w,b,y,y,w,b,g,b
735,g,w,w,r,b,w,o,r,w
736,r,o,r,r,r,o,o,g,b
737,o,y,r,y,y,y,y,g,g
738,g,r,g,b,w,b,w,g,r
739,b,y,y,g,y,w,b,w,b
740,b,y,y,g,y,w,b,w,b
741,w,o,y,r,o,b,y,o,o
742,r,y,g,g,g,y,o,y,y
743,b,y,r,r,r,w,b,g,o
744,b,r,b,y,g,y,w,w,g
745,o,w,y,b,y,r,y,y,w
746,g,y,y,r,b,w,g,o,g
747,b,y,g,w,y,y,b,b,r
748,b,y,y,g,o,o,o,b,y
749,o,g,y,b,w,w,y,o,g
750,g,g,r,w,r,o,r,w,w
751,r,y,g,o,r,y,g,b,r
752,b,g,y,w,w,g,b,o,y
753,w,o,w,r,g,g,o,r,w
754,y,b,g,r,b,y,o,o,r
755,r,w,y,y,o,b,g,o,o
756,o,g,w,r,w,o,g,w,w
757,y,g,r,o,r,b,y,r,g
758,w,r,b,y,o,w,r,y,o
759,y,b,o,g,g,y,b,w,b
760,g,r,o,w,w,g,o,r,w
761,g,o,o,o,w,g,w,r,w
762,y,b,g,o,g,b,r,w,g
763,w,b,o,g,y,w,b,r,r
764,b,w,o,r,o,y,y,o,y
765,o,y,b,w,b,y,y,g,b
766,r,y,w,r,r,g,g,b,r
767,w,y,r,y,y,g,y,o,y
768,o,y,o,g,o,b,o,o,g
769,g,g,r,o,w,w,b,y,b
770,g,r,w,g,r,y,b,y,g
771,y,b,r,o,w,w,w,g,b
772,o,y,o,g,g,b,o,w,g
773,w,r,r,g,y,y,b,o,b
774,r,o,b,w,r,y,r,b,g
775,r,w,r,g,g,g,g,b,y
776,g,b,b,r,o,y,w,g,o
777,b,y,g,o,r,b,o,w,o
778,o,g,w,b,g,g,y,g,r
779,y,g,g,w,o,w,w,y,r
780,w,r,g,r,y,o,o,y,b
781,g,b,o,o,w,o,y,g,r
782,b,w,y,g,g,r,o,w,r
783,w,r,g,y,y,o,r,y,b
784,w,b,o,r,b,o,r,w,g
785,w,w,y,b,r,b,y,y,b
786,o,o,r,b,w,g,g,o,y
787,w,g,o,g,o,y,b,r,g
788,r,y,w,y,y,r,b,o,g
789,r,y,w,y,y,r,b,o,g
790,w,g,o,b,r,b,b,r,g
791,o,o,r,b,w,g,g,o,y
792,w,w,y,y,o,g,y,y,b
793,o,o,b,w,b,w,r,r,y
794,b,b,w,r,r,g,g,b,o
795,o,g,g,b,g,w,w,r,r
796,y,g,b,w,o,y,w,y,y
797,r,g,y,o,w,o,o,b,g
798,r,w,o,r,b,o,y,w,b
799,o,b,r,w,o,r,o,b,w
800,y,o,g,b,b,g,b,y,b
801,r,r,r,r,r,r,r,r,r
802,g,g,g,g,g,g,g,g,g
803,o,o,o,o,o,o,o,o,o
804,b,b,b,b,b,b,b,b,b
805,w,w,w,w,w,w,w,w,w
806,y,y,y,y,y,y,y,y,y
807,b,b,b,r,r,r,r,r,r
808,r,r,r,g,g,g,g,g,g
809,g,g,g,o,o,o,o,o,o
810,o,o,o,b,b,b,b,b,b
811,r,r,b,r,r,b,r,r,b
812,r,r,y,g,g,y,g,g,y
813,g,g,g,o,o,o,o,o,o
814,w,o,o,w,b,b,w,b,b
815,w,w,w,w,w,w,g,g,r
816,y,y,y,y,y,y,o,b,b
817,w,r,b,w,r,b,g,r,b
818,g,g,r,g,g,r,y,y,y
819,g,g,y,o,o,y,o,o,b
820,w,o,o,w,b,b,w,b,b
821,o,w,w,o,w,w,g,g,r
822,y,y,r,y,y,r,o,b,r
823,w,r,o,w,r,y,b,b,o
824,g,g,r,g,g,r,g,r,y
825,r,g,y,w,o,y,y,y,y
826,w,w,w,b,b,o,w,o,b
827,o,w,b,o,w,b,g,g,b
828,r,r,r,y,y,b,g,o,o
829,r,y,o,g,r,b,g,w,b
830,r,g,g,g,g,o,g,r,o
831,w,w,w,w,o,y,y,y,y
832,g,r,o,o,b,o,o,o,b
833,b,b,b,w,w,g,w,b,w
834,r,r,r,y,y,b,y,r,y
835,r,y,b,g,r,g,g,o,o
836,r,g,g,g,g,o,g,w,w
837,r,w,w,y,o,y,g,r,o
838,o,o,b,r,b,o,y,y,y
839,b,b,y,w,w,w,w,b,w
840,r,b,y,r,y,r,b,b,o
841,r,y,y,g,r,w,o,r,y
842,r,g,g,g,g,o,g,o,w
843,r,w,w,r,o,y,g,w,w
844,b,o,y,o,b,y,b,r,o
845,b,b,g,w,w,y,w,b,r
846,y,r,o,b,y,b,o,g,b
847,b,y,y,b,r,w,b,r,o
848,g,o,w,g,g,o,o,r,y
849,r,w,w,r,o,w,r,g,g
850,b,o,y,o,b,y,g,w,b
851,r,b,g,g,w,y,o,b,r
852,w,y,w,r,y,g,y,b,o
853,y,w,o,y,r,r,o,w,b
854,g,o,r,g,g,b,b,b,b
855,r,w,w,r,o,w,o,r,o
856,y,o,y,b,b,y,r,g,g
857,r,b,g,g,w,y,b,o,g
858,b,g,g,b,g,o,b,b,r
859,w,g,w,y,y,o,w,r,y
860,y,y,g,o,b,g,y,b,r
861,y,w,o,o,r,r,w,w,b
862,w,b,b,g,g,b,w,g,b
863,b,g,r,w,o,r,r,r,o
864,y,o,y,b,b,b,r,g,g
865,g,o,r,y,w,y,o,o,g
866,y,y,g,y,y,w,w,r,o
867,b,g,r,o,r,r,w,w,b
868,g,o,y,y,g,b,y,g,b
869,o,r,o,w,o,r,y,w,r
870,w,b,g,b,b,g,r,g,o
871,w,g,y,y,w,y,r,o,g
872,b,b,g,y,y,w,w,r,o
873,o,g,r,w,r,r,r,g,o
874,y,b,b,o,g,g,g,w,b
875,o,r,r,w,o,y,g,y,y
876,w,b,g,g,g,o,y,w,w
877,b,g,y,o,w,y,w,o,g
878,o,r,r,b,y,r,b,y,w
879,y,b,g,g,r,g,o,w,r
880,o,r,r,o,g,o,g,w,w
881,b,b,g,w,o,y,g,y,y
882,r,r,o,y,b,o,w,w,w
883,y,y,y,g,w,b,b,o,w
884,o,r,r,b,y,r,b,g,b
885,g,g,r,b,r,w,b,w,w
886,o,r,w,o,g,o,y,g,o
887,b,b,g,w,o,y,g,w,b
888,b,r,o,g,b,o,g,y,y
889,g,g,r,b,r,w,b,w,w
890,y,y,y,g,w,b,r,y,w
891,r,r,r,r,y,o,o,b,w
892,r,w,w,g,r,w,w,y,y
893,o,r,w,o,g,y,g,b,b
894,b,b,g,w,o,y,y,g,r
895,o,r,o,b,b,o,g,w,b
896,y,y,y,g,w,b,b,g,g
897,o,r,r,o,y,r,w,o,r
898,o,w,w,o,r,w,b,y,y
899,w,y,b,r,g,b,w,o,r
900,g,y,b,b,o,g,b,w,g
901,o,r,y,b,b,y,g,w,y
902,r,o,o,g,w,b,w,g,g
903,o,o,r,r,y,g,r,r,y
904,o,b,g,w,r,y,o,o,b
905,w,y,g,r,g,g,w,o,w
906,o,y,b,r,o,b,r,w,g
907,w,y,y,r,b,w,y,b,g
908,r,o,b,g,w,b,y,r,o
909,y,o,r,w,r,g,r,b,b
910,g,y,b,b,r,o,g,g,g
911,w,y,o,r,g,r,o,w,o
912,o,y,b,r,o,g,w,o,y
913,r,y,y,b,b,w,r,w,g
914,r,o,b,g,w,b,w,r,y
915,r,g,g,o,y,g,y,w,w
916,b,o,g,y,r,b,w,w,g
917,w,y,y,r,g,r,g,b,b
918,o,y,b,r,o,g,o,w,w
919,y,y,y,w,b,w,w,o,y
920,r,o,b,g,w,b,r,b,r
921,g,g,o,g,y,r,r,o,o
922,g,b,g,o,r,w,o,o,y
923,w,y,r,r,g,b,b,y,w
924,o,y,b,r,o,g,g,b,r
925,r,y,y,o,b,w,o,w,w
926,y,g,r,w,w,o,w,b,b
927,y,r,b,r,y,g,o,g,g
928,g,b,b,o,r,b,o,o,w
929,y,y,r,r,g,b,y,y,w
930,b,g,r,y,o,b,o,g,g
931,y,w,r,y,b,o,r,o,g
932,b,r,w,g,w,r,y,w,o
933,w,w,o,w,y,r,g,g,b
934,b,b,w,b,r,o,b,r,o
935,r,b,o,y,g,w,y,r,o
936,b,g,y,y,o,g,o,g,b
937,g,w,r,g,b,o,g,o,g
938,g,r,w,o,w,r,y,y,r
939,w,w,r,w,y,b,y,y,w
940,r,b,o,w,y,w,w,w,o
941,w,o,o,b,r,r,w,o,g
942,b,g,y,y,o,g,y,r,y
943,y,w,r,y,b,o,o,g,b
944,g,r,w,o,w,r,g,g,g
945,r,b,o,w,y,w,w,w,o
946,r,b,g,y,g,g,b,b,g
947,r,g,y,w,o,g,b,r,y
948,r,o,b,w,b,g,w,w,o
949,g,r,y,o,w,y,y,y,b
950,r,y,g,w,y,o,o,b,w
951,r,o,o,w,r,r,g,b,w
952,r,r,w,r,g,b,y,g,y
953,y,g,g,o,o,g,w,w,g
954,w,r,b,y,w,g,b,y,y
955,y,r,r,g,g,r,y,b,w
956,g,r,r,y,y,y,b,r,r
957,b,w,y,o,r,y,r,y,g
958,o,r,w,r,g,y,r,r,g
959,b,b,y,o,o,y,r,w,w
960,g,r,y,b,b,g,o,b,b
961,b,w,r,w,w,b,o,g,o
962,w,o,g,o,y,g,w,g,y
963,o,r,o,w,r,y,b,o,r
964,w,r,y,o,o,y,r,w,w
965,y,y,g,g,b,g,y,b,b
966,w,o,g,o,y,g,g,y,w
967,y,g,r,b,g,g,g,o,y
968,w,r,b,o,o,w,b,r,r
969,r,y,g,r,b,g,o,w,r
970,o,b,o,w,w,b,w,o,g
971,y,y,w,o,y,y,b,w,g
972,b,y,g,b,r,r,g,w,r
973,y,g,w,b,g,o,b,y,o
974,y,g,g,o,o,w,g,o,w
975,w,y,r,y,y,g,y,o,y
976,y,g,o,y,r,w,b,b,g
977,y,g,g,b,g,b,b,y,o
978,y,r,b,o,o,w,g,o,w
979,g,r,r,o,b,w,y,r,r
980,w,y,r,y,y,g,o,o,w
981,r,g,b,w,r,w,b,y,w
982,w,o,g,b,g,b,g,g,y
983,o,r,b,o,o,y,w,r,y
984,r,g,g,r,b,b,g,o,b
985,r,b,y,y,w,o,w,r,y
986,o,y,r,w,y,w,o,g,o
987,g,w,y,y,r,w,r,w,g
988,o,y,r,g,g,o,w,r,y
989,g,y,b,o,o,w,w,o,g
990,o,g,o,o,b,g,y,b,r
991,w,b,w,r,w,y,y,r,b
992,b,b,r,r,y,g,o,b,b
993,g,w,w,y,r,y,o,o,y
994,o,y,r,g,g,o,r,w,b
995,b,y,b,r,o,w,w,r,y
996,o,g,r,g,r,r,o,o,g
997,r,g,b,b,y,b,g,w,y
998,w,w,w,r,r,y,o,o,g
999,w,g,o,b,g,y,y,o,y
1000,b,r,b,o,o,y,r,b,b
1001,o,g,o,g,b,y,w,r,g
1002,r,b,y,w,w,o,b,r,g
1003,y,w,r,g,y,w,r,b,g
1004,o,y,g,g,r,o,w,r,o
1005,b,r,b,b,g,w,y,o,r
1006,o,g,o,o,o,y,r,b,b
1007,r,w,w,b,b,y,g,r,g
1008,y,o,g,b,w,r,w,g,w
1009,y,w,r,g,y,w,y,y,b
1010,y,w,y,y,r,r,o,g,w
1011,g,o,o,y,g,g,w,o,w
1012,g,r,w,y,o,o,o,g,o
1013,b,b,r,y,b,b,b,r,b
1014,r,b,y,b,w,w,g,r,r
1015,y,o,g,g,y,w,r,w,b
1016,y,r,w,w,r,g,b,r,b
1017,g,o,r,y,g,r,y,y,o
1018,g,r,w,y,o,o,w,o,g
1019,r,b,r,w,b,b,o,g,o
1020,r,b,y,b,w,w,b,y,b
1021,g,w,o,o,y,g,y,g,w
1022,r,g,b,o,r,r,g,w,b
1023,g,r,b,y,g,b,y,y,r
1024,r,b,r,y,o,o,w,o,g
1025,y,r,w,g,b,b,w,g,o
1026,y,w,b,b,w,y,y,w,o
1027,g,w,o,o,y,g,o,r,w
1028,g,r,o,o,r,w,y,y,y
1029,r,b,r,y,g,b,w,o,g
1030,o,r,w,r,o,o,w,g,o
1031,b,b,b,g,b,w,r,w,w
1032,b,y,w,w,w,y,y,b,y
1033,r,o,g,r,y,w,b,g,y
1034,b,r,w,b,r,y,r,o,y
1035,r,w,y,o,g,w,r,o,b
1036,g,r,y,b,o,g,b,r,w
1037,b,o,o,g,b,y,o,g,y
1038,g,y,w,g,w,o,r,b,o
1039,o,w,g,r,y,w,g,b,w
1040,r,w,o,r,r,y,b,b,o
1041,o,r,y,o,g,b,r,o,r
1042,o,y,y,r,o,g,b,r,w
1043,w,y,w,o,b,g,g,b,w
1044,b,b,g,y,w,g,g,g,b
1045,r,o,o,o,g,r,r,b,y
1046,r,w,g,o,y,w,y,w,y
1047,w,g,w,y,b,b,w,o,g
1048,o,y,o,w,r,b,o,o,b
1049,y,b,b,r,g,g,b,r,b
1050,o,y,g,r,o,y,w,b,w
1051,y,y,w,w,b,g,y,w,g
1052,r,b,g,r,w,g,w,o,g
1053,r,o,r,o,y,w,r,g,w
1054,g,b,b,b,r,o,o,w,o
1055,b,r,o,r,g,y,r,r,w
1056,r,y,o,g,b,g,y,w,g
1057,w,g,g,y,w,o,w,w,y
1058,r,o,y,o,y,b,b,g,b
1059,b,o,o,b,r,w,b,w,g
1060,b,r,y,r,g,w,g,b,o
1061,y,y,r,r,o,w,r,r,w
1062,b,y,o,g,b,g,w,b,g
1063,w,g,g,y,w,o,r,g,y
1064,y,b,o,o,y,y,r,o,w
1065,g,w,b,g,y,g,b,y,o
1066,g,r,y,b,g,y,w,y,r
1067,b,y,o,r,o,y,r,r,r
1068,r,o,o,o,b,g,w,b,g
1069,w,r,g,w,w,g,o,g,w
1070,y,b,b,o,y,r,o,w,y
1071,y,y,o,r,r,g,o,r,w
1072,o,g,g,r,g,y,r,o,w
1073,y,w,y,o,o,w,b,b,w
1074,y,y,r,o,b,b,g,b,w
1075,b,g,b,r,w,g,r,o,g
1076,r,w,g,y,y,w,o,b,b
1077,y,y,r,r,r,g,b,b,w
1078,o,y,o,b,g,y,b,b,w
1079,g,w,w,g,o,r,o,o,o
1080,y,w,r,o,b,r,r,o,b
1081,g,r,y,o,w,g,g,g,b
1082,y,b,w,w,y,y,g,w,r
1083,g,w,r,g,r,w,b,b,g
1084,o,b,y,o,g,y,o,y,r
1085,y,y,y,r,o,b,g,o,w
1086,b,o,g,b,b,w,w,r,w
1087,b,o,r,r,w,g,o,g,w
1088,o,w,b,g,y,r,r,y,y
1089,g,b,y,w,r,b,r,w,w
1090,w,b,w,w,g,b,g,y,b
1091,g,o,g,g,o,r,b,y,y
1092,o,r,y,o,b,y,o,o,r
1093,g,o,g,w,r,g,o,o,g
1094,w,r,y,o,g,b,b,w,w
1095,b,y,g,r,o,b,y,b,r
1096,y,y,r,y,b,w,w,b,o
1097,o,r,w,g,w,o,o,w,r
1098,b,y,y,r,y,g,r,g,b
1099,g,y,y,b,r,g,y,b,b
1100,o,b,w,b,g,o,g,o,g
1101,w,r,y,r,o,w,o,o,y
1102,b,y,b,w,b,y,w,w,g
1103,b,g,r,r,w,g,r,o,r
1104,w,g,r,r,y,w,o,y,o
1105,b,g,y,r,r,o,b,b,o
1106,b,g,r,o,g,b,r,o,r
1107,y,r,o,b,o,w,b,w,w
1108,r,w,o,g,b,y,w,y,o
1109,y,y,b,r,w,r,w,w,g
1110,w,b,g,g,y,y,g,o,y
1111,y,r,o,b,r,w,b,o,w
1112,g,o,o,o,g,y,y,g,o
1113,y,w,o,g,o,b,b,r,b
1114,b,y,g,o,b,w,r,w,w
1115,w,b,r,y,w,g,g,b,y
1116,r,y,r,r,y,r,g,g,w
1117,y,w,y,y,r,w,b,b,o
1118,r,y,r,g,g,o,g,b,y
1119,b,b,w,o,o,r,w,g,o
1120,r,w,w,b,b,g,w,y,g
1121,b,o,o,r,w,r,b,o,g
1122,r,w,y,g,y,r,g,y,o
1123,b,y,r,o,r,g,w,w,b
1124,g,b,w,y,g,g,o,y,g
1125,r,g,o,r,o,b,y,b,b
1126,g,o,b,y,b,w,r,g,g
1127,w,w,y,r,w,w,g,g,y
1128,o,o,y,r,y,r,w,b,r
1129,o,o,b,r,r,g,w,b,b
1130,r,g,g,y,g,g,b,y,r
1131,g,b,y,r,o,o,w,w,o
1132,r,g,o,y,b,w,o,y,g
1133,g,r,w,o,w,w,y,w,y
1134,r,b,w,r,y,b,y,o,b
1135,b,g,g,o,r,b,r,r,y
1136,r,b,w,y,g,g,y,w,y
1137,w,o,g,b,o,b,b,r,g
1138,w,y,b,r,b,o,g,g,y
1139,w,y,r,w,w,r,o,y,o
1140,o,w,o,w,y,o,r,g,b
1141,w,y,b,o,r,b,b,r,g
1142,b,g,g,y,g,g,g,g,y
1143,r,b,w,b,o,b,r,r,y
1144,w,o,g,r,b,o,y,w,y
1145,o,w,w,y,w,y,o,r,r
1146,b,g,r,o,y,w,o,w,o
1147,g,r,b,b,r,o,b,y,w
1148,r,g,y,g,g,r,b,g,w
1149,w,b,y,b,o,r,r,b,r
1150,y,o,o,g,b,w,g,w,w
1151,g,y,b,y,w,y,r,w,r
1152,g,o,y,o,y,w,o,r,r
1153,w,o,o,r,r,o,y,b,r
1154,w,w,g,r,g,g,b,r,g
1155,r,g,r,b,o,b,b,y,y
1156,g,y,g,o,w,y,o,y,b
1157,r,r,o,w,y,w,y,o,o
1158,r,g,r,r,r,o,b,y,y
1159,g,b,y,w,g,g,g,g,w
1160,r,b,y,b,o,b,o,o,w
1161,w,w,b,g,b,r,b,r,w
1162,o,o,y,y,w,o,g,y,g
1163,b,y,o,w,y,w,o,r,r
1164,g,w,r,y,r,r,g,g,o
1165,o,w,r,w,g,g,w,g,r
1166,y,b,b,o,o,y,o,r,o
1167,b,g,r,y,b,b,y,r,y
1168,w,y,b,b,w,o,y,o,w
1169,g,w,g,b,y,r,b,w,w
1170,r,g,w,r,r,y,b,b,y
1171,b,g,g,o,g,y,o,r,o
1172,g,w,r,r,r,y,y,r,y
1173,o,w,r,g,b,b,r,g,o
1174,w,o,y,o,w,b,w,r,g
1175,b,b,g,w,y,w,b,y,w
1176,g,w,r,r,r,y,o,r,o
1177,y,w,r,b,g,y,g,r,y
1178,o,g,r,y,o,o,w,r,g
1179,b,g,y,g,b,o,b,b,o
1180,b,w,b,b,w,o,y,o,w
1181,g,r,w,y,y,b,w,w,g
1182,w,r,g,r,g,w,r,y,r
1183,b,w,g,w,g,r,b,b,w
1184,o,y,o,r,o,g,o,o,r
1185,y,g,g,o,b,w,w,r,w
1186,y,o,y,b,w,o,o,y,r
1187,b,b,y,b,y,y,b,g,g
1188,o,g,o,o,r,y,r,w,o
1189,w,g,b,w,g,b,g,r,y
1190,r,y,r,g,o,r,g,r,w
1191,y,w,w,o,b,w,y,b,y
1192,g,g,b,o,w,b,w,r,g
1193,r,y,o,y,y,b,b,o,b
1194,o,w,o,r,r,b,b,r,b
1195,y,b,y,b,g,w,o,g,o
1196,b,g,g,g,o,o,g,w,y
1197,g,o,r,r,b,y,y,w,r
1198,r,o,w,y,w,y,b,b,w
1199,w,y,r,r,y,g,g,o,w
1200,g,r,b,w,r,g,y,b,g
1201,r,r,r,r,r,r,r,r,r
1202,g,g,g,g,g,g,g,g,g
1203,o,o,o,o,o,o,o,o,o
1204,b,b,b,b,b,b,b,b,b
1205,w,w,w,w,w,w,w,w,w
1206,y,y,y,y,y,y,y,y,y
1207,b,r,r,b,r,r,b,r,r
1208,r,g,g,r,g,g,r,g,g
1209,g,o,o,g,o,o,g,o,o
1210,o,b,b,o,b,b,o,b,b
1211,b,b,b,r,r,r,r,r,r
1212,y,y,y,r,g,g,r,g,g
1213,g,o,o,g,o,o,g,o,o
1214,o,b,b,o,b,b,w,w,w
1215,w,w,r,w,w,g,w,w,g
1216,y,y,b,y,y,b,y,y,o
1217,b,b,b,r,r,r,w,w,g
1218,r,r,y,g,g,y,g,g,y
1219,y,y,b,g,o,o,g,o,o
1220,o,b,b,o,b,b,w,w,w
1221,w,w,r,w,w,g,o,o,g
1222,r,r,r,y,y,b,y,y,o
1223,o,y,o,r,r,b,w,w,b
1224,r,r,y,g,g,r,g,g,g
1225,y,y,y,g,o,y,r,w,y
1226,w,o,b,w,b,o,w,b,w
1227,b,b,b,w,w,g,o,o,g
1228,r,b,o,r,y,o,r,y,g
1229,o,b,b,y,r,w,r,g,g
1230,g,o,o,g,g,r,r,g,g
1231,w,y,y,w,o,y,w,w,y
1232,o,o,b,r,b,o,g,o,o
1233,b,g,w,b,w,b,b,w,w
1234,r,b,y,r,y,r,r,y,y
1235,b,g,o,y,r,o,r,g,g
1236,g,o,w,g,g,w,r,g,g
1237,w,y,o,w,o,r,r,y,g
1238,b,o,y,o,b,y,o,r,y
1239,y,w,w,b,w,b,b,w,w
1240,y,r,o,b,y,b,r,r,b
1241,y,w,y,y,r,r,r,g,o
1242,g,o,w,g,g,o,r,g,g
1243,w,y,w,w,o,w,r,r,g
1244,y,y,o,o,b,r,b,o,b
1245,g,y,r,b,w,b,b,w,w
1246,o,b,b,r,y,g,y,b,o
1247,y,w,o,y,r,r,b,b,b
1248,w,o,y,o,g,r,g,g,o
1249,w,w,g,w,o,g,r,r,r
1250,y,y,b,o,b,w,b,o,g
1251,g,y,r,b,w,b,r,g,o
1252,w,g,o,y,y,b,w,r,y
1253,o,r,b,w,r,w,y,y,o
1254,r,b,b,o,g,b,g,g,b
1255,w,w,o,w,o,r,r,r,o
1256,y,y,g,o,b,g,y,b,r
1257,g,y,g,b,w,o,r,g,b
1258,g,o,r,g,g,b,b,b,b
1259,w,o,y,g,y,r,w,y,w
1260,g,g,r,y,b,b,y,o,y
1261,o,r,b,w,r,w,y,o,w
1262,b,b,b,b,g,g,w,g,w
1263,r,r,o,g,o,r,b,w,r
1264,y,b,g,o,b,g,y,b,r
1265,r,y,g,o,w,o,g,y,o
1266,g,w,o,y,y,r,y,y,w
1267,r,r,b,g,r,w,b,o,w
1268,y,b,b,o,g,g,g,y,y
1269,o,r,r,r,o,w,o,w,y
1270,g,g,o,b,b,g,w,b,r
1271,y,y,g,g,w,o,w,y,r
1272,g,w,o,b,y,r,b,y,w
1273,r,r,o,g,r,g,o,w,r
1274,b,g,b,b,g,w,y,o,g
1275,r,y,y,r,o,y,o,w,g
1276,g,o,w,b,g,w,w,g,y
1277,y,y,g,g,w,o,b,o,w
1278,r,r,w,r,y,y,o,b,b
1279,g,g,r,b,r,w,y,g,o
1280,r,o,w,r,g,w,o,o,g
1281,g,y,y,b,o,y,b,w,g
1282,o,o,w,r,b,w,r,y,w
1283,y,b,w,y,w,o,y,g,b
1284,r,r,b,r,y,g,o,b,b
1285,r,w,w,g,r,w,g,b,b
1286,w,o,o,r,g,g,o,o,y
1287,g,y,b,b,o,w,b,w,g
1288,o,o,y,r,b,y,b,g,g
1289,r,w,w,g,r,w,g,b,b
1290,y,b,w,y,w,y,y,g,r
1291,r,o,w,r,y,b,r,r,o
1292,w,w,y,w,r,y,r,g,w
1293,w,y,b,r,g,b,o,o,g
1294,g,y,r,b,o,g,b,w,y
1295,o,o,b,r,b,w,o,b,g
1296,y,b,g,y,w,g,y,g,b
1297,r,r,r,r,y,o,o,o,w
1298,w,w,y,w,r,y,o,o,b
1299,b,b,r,y,g,o,w,r,w
1300,b,g,g,y,o,w,g,b,b
1301,y,y,y,r,b,w,o,b,g
1302,o,b,g,o,w,g,r,g,w
1303,r,g,y,o,y,r,o,r,r
1304,g,y,b,b,r,o,o,w,o
1305,g,g,w,y,g,o,w,r,w
1306,b,b,g,y,o,w,o,r,r
1307,y,w,g,y,b,b,w,r,y
1308,b,b,o,o,w,r,r,g,y
1309,r,g,b,o,r,b,y,w,r
1310,b,o,g,y,r,g,g,b,g
1311,o,r,o,y,g,w,w,r,o
1312,b,g,y,y,o,o,o,r,w
1313,y,w,g,y,b,w,r,b,r
1314,b,b,y,o,w,r,r,g,w
1315,g,g,w,g,y,w,r,o,y
1316,g,b,g,o,r,w,b,y,w
1317,y,r,b,y,g,b,w,r,g
1318,b,g,w,y,o,w,o,r,o
1319,y,w,y,y,b,o,y,w,w
1320,b,b,r,o,w,b,r,g,r
1321,o,r,o,g,y,o,g,g,r
1322,g,w,y,b,r,o,g,o,o
1323,r,b,w,y,g,y,w,r,b
1324,b,g,r,y,o,b,o,r,g
1325,y,w,w,y,b,w,r,o,o
1326,r,o,b,g,w,b,y,w,w
1327,b,g,g,r,y,g,y,r,o
1328,b,b,w,b,r,o,g,o,o
1329,r,b,w,y,g,y,y,r,y
1330,r,b,g,g,o,g,b,y,o
1331,r,o,g,w,b,o,y,y,r
1332,w,r,o,r,w,w,b,g,y
1333,o,r,b,w,y,g,w,w,g
1334,w,o,o,b,r,r,b,b,b
1335,o,w,o,b,g,r,r,y,y
1336,y,g,b,g,o,g,b,y,o
1337,r,o,g,w,b,o,g,g,g
1338,w,r,r,r,w,y,g,o,y
1339,r,b,w,w,y,y,w,w,y
1340,o,w,o,b,y,w,r,w,w
1341,o,r,g,o,r,o,w,b,w
1342,y,g,y,g,o,r,b,y,y
1343,r,o,b,w,b,g,y,y,o
1344,w,r,g,r,w,g,g,o,g
1345,o,w,o,b,y,w,r,w,w
1346,g,g,g,b,g,b,r,y,b
1347,y,g,y,g,o,r,r,w,b
1348,b,g,o,o,b,w,r,w,w
1349,y,y,b,r,w,y,g,o,y
1350,g,o,w,y,y,b,r,w,o
1351,o,r,w,o,r,b,r,w,g
1352,w,b,y,r,g,g,r,r,y
1353,g,g,g,g,o,w,y,o,w
1354,b,g,y,r,w,y,w,y,b
1355,r,r,w,r,g,b,y,g,y
1356,r,y,r,r,y,r,g,y,b
1357,y,y,g,w,r,y,b,o,r
1358,w,y,g,r,g,r,o,r,r
1359,y,y,w,b,o,w,b,o,r
1360,y,g,b,r,b,b,g,b,o
1361,r,b,o,w,w,g,b,w,o
1362,g,g,y,o,y,g,w,o,w
1363,o,y,r,r,r,o,o,w,b
1364,y,y,w,r,o,w,w,o,r
1365,g,g,b,y,b,b,y,g,y
1366,g,g,w,o,y,y,w,o,g
1367,r,g,y,g,g,o,y,b,g
1368,b,w,r,r,o,r,w,o,b
1369,g,g,r,y,b,w,r,r,o
1370,o,b,g,b,w,o,o,w,w
1371,w,y,g,y,y,w,y,o,b
1372,g,r,r,y,r,w,b,b,g
1373,w,o,o,g,g,y,y,b,b
1374,g,w,w,g,o,o,y,o,g
1375,r,g,y,y,y,o,w,y,y
1376,o,w,g,g,r,b,y,y,b
1377,g,b,o,g,g,y,y,b,b
1378,b,w,w,r,o,o,y,o,g
1379,r,w,r,r,b,r,g,o,y
1380,r,g,w,y,y,o,w,y,o
